"veh_value","exposure","veh_body","veh_age","gender","area","agecat","anomaly"
1.56,0.8542094456,"STNWG",4,"M","C",2,1
0.72,0.9500342231,"COUPE",4,"F","B",3,0
1.38,0.3148528405,"UTE",3,"M","C",4,0
1.84,0.7091033539,"HBACK",2,"F","B",2,0
2.24,0.4928131417,"UTE",3,"F","D",4,0
1.71,0.6242299795,"STNWG",4,"F","D",1,0
1.82,0.0054757016,"SEDAN",2,"F","C",5,0
1.06,0.9993155373,"TRUCK",4,"F","E",4,0
1.62,0.334017796,"STNWG",4,"M","B",1,0
2.13,0.9418206708,"UTE",3,"F","E",5,0
1.81,0.9691991786,"SEDAN",2,"M","C",4,1
1.48,0.7063655031,"COUPE",3,"M","C",3,0
1.46,0.8514715948,"HBACK",2,"F","C",3,0
1.35,0.0301163587,"TRUCK",3,"M","C",2,0
1.95,0.7118412046,"STNWG",4,"F","C",3,0
2.9,0.0492813142,"STNWG",1,"F","B",3,0
5.53,0.6242299795,"STNWG",2,"M","A",2,0
1.25,0.5229295003,"HDTOP",4,"M","A",6,0
1.12,0.2162902122,"UTE",3,"M","B",3,0
1.87,0.4955509925,"SEDAN",2,"F","E",2,0
1.83,0.1368925394,"UTE",3,"M","F",2,0
4.33,0.2819986311,"STNWG",1,"F","B",3,0
1.61,0.7173169062,"SEDAN",2,"M","A",3,0
1.91,0.9993155373,"STNWG",4,"F","B",2,0
1.549,0.9527720739,"HBACK",1,"F","E",3,0
3.43,0.0985626283,"STNWG",1,"M","C",3,1
3.11,0.1451060917,"MCARA",3,"M","C",3,0
1.45,0.4353182752,"HBACK",3,"F","A",3,1
1.93,0.4736481862,"STNWG",4,"M","E",2,0
1.13,0.4736481862,"HBACK",3,"F","D",2,0
1.45,0.5256673511,"TRUCK",4,"M","E",5,0
1.93,0.5256673511,"TRUCK",3,"M","B",3,1
2.53,0.925393566,"STNWG",1,"F","B",5,0
1.56,0.7091033539,"HBACK",2,"F","F",2,0
2.33,0.0985626283,"MIBUS",3,"F","C",3,0
1.75,0.0465434634,"SEDAN",1,"F","C",1,0
4.33,0.5776865161,"STNWG",2,"M","F",4,0
1.17,0.0328542094,"HBACK",2,"F","F",1,0
2.79,0.3121149897,"STNWG",2,"F","B",3,0
3.21,0.1396303901,"HDTOP",3,"M","C",5,0
1.9,0.7091033539,"HBACK",1,"M","C",6,0
1.43,0.2026009582,"SEDAN",3,"M","B",2,0
1.05,0.7091033539,"SEDAN",4,"F","B",1,0
0.97,0.0328542094,"SEDAN",4,"F","A",4,0
0.99,0.720054757,"STNWG",4,"F","E",3,0
0.71,0.1615331964,"SEDAN",4,"F","D",4,0
1.88,0.3093771389,"SEDAN",2,"F","A",6,0
0.9,0.3093771389,"MIBUS",4,"M","A",4,0
1.3,0.501026694,"HBACK",2,"F","C",2,0
1.28,0.7091033539,"COUPE",3,"M","C",3,0
0.52,0.7063655031,"SEDAN",4,"M","C",5,0
0.8,0.3066392882,"SEDAN",4,"F","D",3,0
1.48,0.5639972621,"HBACK",2,"F","F",1,0
1.59,0.5941136208,"HBACK",2,"F","C",3,0
1.24,0.6269678302,"HBACK",3,"F","A",5,0
2.17,0.9582477755,"PANVN",3,"M","A",3,0
1.82,0.501026694,"HBACK",2,"F","E",2,0
1.5,0.372347707,"HBACK",1,"F","C",4,1
3.56,0.9555099247,"UTE",1,"M","A",2,1
1.63,0.372347707,"HBACK",2,"F","C",1,0
0.68,0.925393566,"HBACK",4,"F","C",5,0
3.86,0.501026694,"STNWG",3,"M","A",5,0
1.97,0.0629705681,"SEDAN",1,"F","C",3,0
1.98,0.372347707,"SEDAN",2,"F","B",1,1
1.41,0.5037645448,"HBACK",3,"F","C",4,0
2.31,0.5804243669,"SEDAN",1,"F","C",3,0
0.79,0.4982888433,"HBACK",3,"F","C",4,0
1.19,0.8131416838,"HBACK",2,"F","C",4,0
0.94,0.3093771389,"STNWG",4,"F","D",2,0
1.12,0.4928131417,"COUPE",3,"M","C",2,1
0.54,0.3093771389,"HBACK",4,"F","E",6,1
1.89,0.4024640657,"HBACK",2,"M","A",3,1
2.62,0.7063655031,"SEDAN",1,"F","C",2,0
1.18,0.9938398357,"SEDAN",3,"F","B",3,1
1.78,0.9281314168,"HBACK",2,"F","A",2,0
1.5,0.4188911704,"HBACK",1,"M","B",6,1
2.2,0.4106776181,"HDTOP",2,"F","C",5,0
1.06,0.7091033539,"UTE",3,"M","A",1,0
1.26,0.5065023956,"HBACK",2,"M","C",4,0
2.79,0.2929500342,"SEDAN",1,"F","B",2,0
1.62,0.0438056126,"SEDAN",2,"M","B",3,0
1.41,0.257357974,"HDTOP",3,"M","A",3,0
2.33,0.3066392882,"UTE",3,"F","A",3,0
2.81,0.5366187543,"STNWG",3,"M","C",3,0
1.349,0.2929500342,"HBACK",1,"F","B",3,1
3.65,0.629705681,"STNWG",2,"F","F",1,0
1.3,0.9993155373,"HBACK",2,"F","A",2,1
1.26,0.9993155373,"HBACK",2,"F","B",4,1
1.4,0.9281314168,"STNWG",3,"M","A",1,0
1.44,0.4161533196,"SEDAN",3,"F","E",3,1
0.8,0.1834360027,"HBACK",3,"F","C",4,1
1.36,0.7063655031,"STNWG",4,"M","C",4,0
1.5,0.7063655031,"HBACK",1,"F","C",1,0
1.68,0.4188911704,"SEDAN",2,"M","A",6,0
1.61,0.3696098563,"HBACK",2,"F","E",1,0
0.81,0.5831622177,"HBACK",4,"F","B",5,0
1.26,0.4161533196,"HBACK",2,"M","A",4,0
0.85,0.3011635866,"HBACK",3,"F","A",2,0
2.99,0.9281314168,"STNWG",2,"M","A",2,0
0.64,0.295687885,"HBACK",4,"F","C",4,1
1.43,0.6844626968,"HBACK",3,"M","A",1,1
0.85,0.3011635866,"HBACK",3,"F","C",1,0
1.76,0.4900752909,"HBACK",2,"M","B",5,0
1.35,0.4161533196,"HBACK",1,"M","C",1,0
2.4,0.9582477755,"STNWG",4,"M","C",3,0
2.27,0.2984257358,"SEDAN",1,"M","A",2,0
1.46,0.9609856263,"PANVN",3,"F","C",4,0
0.46,0.8377823409,"HBACK",4,"F","A",6,0
2.33,0.5831622177,"TRUCK",3,"M","D",4,0
0.89,0.1642710472,"HBACK",3,"F","C",1,0
1.94,0.681724846,"SEDAN",1,"F","C",3,0
1.849,0.681724846,"SEDAN",1,"F","D",1,0
0.88,0.5119780972,"HBACK",3,"F","C",4,0
1.66,0.4873374401,"STNWG",3,"F","C",3,1
1.56,0.5119780972,"STNWG",4,"F","F",2,0
2.37,0.681724846,"STNWG",3,"F","B",3,0
2.05,0.9609856263,"SEDAN",2,"F","B",2,0
1.65,0.4681724846,"SEDAN",2,"F","D",6,1
1.649,0.6762491444,"HBACK",1,"M","C",3,0
3.86,0.6981519507,"STNWG",2,"F","C",4,0
3.09,0.681724846,"STNWG",1,"F","A",3,1
1.79,0.4654346338,"STNWG",4,"F","E",1,0
1.96,0.090349076,"SEDAN",2,"M","A",2,0
1.57,0.4709103354,"SEDAN",2,"M","B",4,0
2.09,0.1587953457,"SEDAN",1,"M","D",5,0
1.1,0.8405201916,"HBACK",3,"F","A",4,1
0.76,0.4079397673,"HBACK",4,"F","C",4,0
1,0.5256673511,"SEDAN",3,"F","A",2,1
1.05,0.4216290212,"SEDAN",3,"M","C",6,0
2.25,0.9089664613,"SEDAN",2,"F","E",4,0
2.61,0.9089664613,"SEDAN",2,"M","C",4,0
1.83,0.6954140999,"STNWG",3,"M","E",3,0
1.05,0.6789869952,"SEDAN",4,"M","B",2,0
0.72,0.9609856263,"HBACK",4,"F","C",2,0
2.18,0.9363449692,"HBACK",3,"F","B",3,0
1,0.7857631759,"HBACK",3,"F","A",4,1
0.74,0.0109514031,"SEDAN",4,"F","E",5,0
0.31,0.0547570157,"HBACK",4,"F","C",2,1
1.44,0.59137577,"UTE",3,"M","C",1,0
1.03,0.1916495551,"SEDAN",3,"F","C",5,1
2.11,0.295687885,"SEDAN",2,"M","C",6,1
0.85,0.6324435318,"HBACK",4,"M","A",2,0
1.71,0.4079397673,"SEDAN",2,"F","C",2,1
4,0.6954140999,"STNWG",2,"M","E",1,0
1.399,0.9993155373,"HBACK",1,"F","A",3,0
0.65,0.4818617385,"SEDAN",4,"M","C",4,0
4.349,0.5968514716,"UTE",1,"M","B",3,1
3.162,0.9664613279,"UTE",1,"M","B",5,0
2.15,0.6954140999,"SEDAN",2,"F","A",2,0
0.95,0.6954140999,"HBACK",3,"F","C",4,1
6.6,0.4982888433,"STNWG",1,"M","C",4,0
0.87,0.6023271732,"HBACK",3,"F","A",1,0
1.33,0.4079397673,"SEDAN",2,"F","D",4,0
1.349,0.6324435318,"HBACK",1,"F","C",4,0
2.8,0.6324435318,"SEDAN",3,"M","C",4,0
0.5,0.6844626968,"SEDAN",4,"F","A",2,0
1.26,0.052019165,"HBACK",1,"F","E",5,0
2.53,0.6954140999,"UTE",3,"M","D",4,0
1.43,0.6926762491,"UTE",3,"M","C",1,1
2.42,0.93908282,"UTE",3,"M","E",2,0
3.51,0.7255304586,"UTE",1,"M","B",6,0
1.5,0.0301163587,"SEDAN",2,"F","C",3,0
1.02,0.7227926078,"UTE",3,"M","D",5,0
0.37,0.2710472279,"SEDAN",4,"M","C",4,0
0.7,0.0985626283,"PANVN",4,"M","C",5,0
1.02,0.2710472279,"SEDAN",3,"F","A",3,0
1.38,0.2737850787,"SEDAN",3,"M","C",6,0
0.71,0.2765229295,"SEDAN",4,"F","D",5,0
1.22,0.7255304586,"HDTOP",4,"M","D",2,0
1.83,0.7282683094,"STNWG",4,"F","E",5,0
1.13,0.5311430527,"STNWG",4,"M","B",4,0
0.69,0.4791238877,"HBACK",3,"F","C",3,0
3.199,0.6598220397,"STNWG",1,"M","A",6,0
1.71,0.7282683094,"SEDAN",2,"F","C",1,1
1.3,0.2737850787,"SEDAN",3,"F","D",6,0
0.68,0.8350444901,"SEDAN",4,"M","C",3,1
2.16,0.7255304586,"STNWG",2,"F","B",4,0
2.5,0.9226557153,"HDTOP",3,"M","F",1,0
1.18,0.8350444901,"HBACK",2,"F","B",1,0
0.39,0.4599589322,"SEDAN",4,"M","C",5,0
0.44,0.5393566051,"SEDAN",4,"M","B",3,0
2.23,0.5393566051,"STNWG",4,"M","A",2,0
1.47,0.5393566051,"UTE",4,"M","B",1,0
2.37,0.4599589322,"MIBUS",3,"M","C",2,0
4,0.848733744,"STNWG",3,"F","F",4,0
0.54,0.8569472964,"HBACK",4,"F","B",1,0
1.36,0.5338809035,"SEDAN",2,"F","D",2,0
3.03,0.2929500342,"SEDAN",2,"F","B",1,1
1.18,0.8323066393,"HBACK",2,"F","B",1,0
2.04,0.6735112936,"STNWG",3,"F","F",2,0
2.31,0.2327173169,"HBACK",1,"F","B",1,1
0.66,0.4791238877,"SEDAN",4,"F","C",4,0
0.98,0.0027378508,"SEDAN",3,"F","D",1,0
0.37,0.501026694,"HBACK",4,"F","C",6,1
1.81,0.8323066393,"SEDAN",2,"F","C",5,0
1.5,0.1368925394,"SEDAN",2,"F","C",1,1
0.44,0.7310061602,"SEDAN",4,"F","B",6,0
0.73,0.6379192334,"HBACK",4,"F","B",5,0
1.37,0.9308692676,"HBACK",1,"M","A",1,0
3.549,0.8459958932,"STNWG",1,"M","F",4,0
1.07,0.5338809035,"SEDAN",3,"F","C",4,1
2.02,0.6735112936,"STNWG",3,"M","B",2,0
0.97,0.7529089665,"SEDAN",3,"M","C",1,0
3.26,0.7556468172,"STNWG",2,"F","E",5,1
2.01,0.5941136208,"SEDAN",1,"F","E",4,0
2.84,0.7529089665,"MIBUS",3,"F","A",3,0
1.36,0.4544832307,"HBACK",2,"F","C",2,0
1.5,0.7556468172,"HDTOP",4,"M","B",4,0
0.87,0.7529089665,"HBACK",3,"F","B",3,0
3.96,0.6652977413,"STNWG",1,"F","C",3,0
2.85,0.6598220397,"SEDAN",1,"M","C",3,0
1.84,0.6735112936,"MIBUS",4,"F","C",2,1
0.98,0.0492813142,"SEDAN",4,"M","C",4,0
1.2,0.2902121834,"HBACK",1,"F","B",4,1
1.51,0.6899383984,"MIBUS",4,"F","C",3,0
2.34,0.4052019165,"PANVN",2,"F","C",4,0
0.69,0.5941136208,"COUPE",4,"M","B",3,1
2.2,0.9719370294,"STNWG",4,"M","D",1,0
1.58,0.6707734428,"HBACK",3,"F","C",2,1
2.31,0.3778234086,"COUPE",2,"M","B",2,0
0.66,0.476386037,"COUPE",4,"M","C",2,0
0.98,0.2354551677,"TRUCK",3,"M","E",3,0
6.38,0.6899383983,"STNWG",1,"F","B",3,0
4.73,0.7008898015,"STNWG",1,"M","E",5,0
1.02,0.6899383984,"HBACK",4,"F","A",1,0
1.3,0.6735112936,"HBACK",1,"M","A",3,1
1.41,0.1368925394,"HBACK",2,"F","C",3,0
1.08,0.7337440109,"STNWG",4,"M","F",3,0
1,0.2655715263,"HBACK",3,"F","C",6,0
1.64,0.2655715263,"SEDAN",2,"F","A",5,1
0.77,0.1368925394,"SEDAN",4,"F","B",2,0
0,0.9993155373,"STNWG",4,"M","D",3,0
1.03,0.2655715263,"SEDAN",3,"M","C",4,0
1.26,0.4544832307,"HBACK",2,"F","A",5,0
2.1,0.6899383984,"STNWG",3,"F","E",3,0
1.3,0.2655715263,"SEDAN",2,"F","F",1,0
1.54,0.3093771389,"HBACK",3,"M","B",4,0
1.399,0.3915126626,"HBACK",1,"M","C",4,0
0.68,0.7501711157,"HBACK",4,"F","C",4,0
6.02,0.6899383984,"STNWG",2,"F","C",3,0
4.7,0.7857631759,"STNWG",1,"M","F",4,0
0.54,0.7501711157,"HBACK",4,"M","C",5,0
3.39,0.553045859,"STNWG",3,"F","C",6,0
1.4,0.7501711157,"UTE",3,"M","A",3,0
1.47,0.3449691992,"TRUCK",3,"M","C",3,0
0.95,0.7501711157,"HBACK",3,"M","E",5,0
2.06,0.7501711157,"HBACK",3,"F","C",5,0
0.68,0.7501711157,"HBACK",4,"F","E",5,0
2.36,0.7501711157,"STNWG",3,"F","C",3,0
0.87,0.1341546886,"SEDAN",3,"M","C",4,0
2.15,0.7501711157,"SEDAN",2,"F","C",3,0
4.53,0.5229295003,"HDTOP",1,"M","C",5,0
1.34,0.643394935,"SEDAN",3,"F","C",3,0
1.38,0.1341546886,"HBACK",1,"M","A",4,0
2.299,0.9746748802,"SEDAN",1,"M","C",4,0
2.01,0.5968514716,"SEDAN",1,"F","C",3,0
2.56,0.4024640657,"STNWG",3,"F","E",2,0
1.57,0.424366872,"SEDAN",2,"M","D",4,0
1.62,0.3559206023,"HBACK",1,"M","A",6,1
2.13,0.5968514716,"SEDAN",2,"F","D",5,1
3.16,0.4024640657,"STNWG",2,"M","E",6,0
1.5,0.643394935,"SEDAN",3,"M","E",2,0
0.65,0.2874743326,"UTE",4,"M","C",1,0
2.05,0.9993155373,"PANVN",3,"M","A",1,0
2.25,0.643394935,"UTE",3,"M","D",4,0
0.59,0.0164271047,"UTE",4,"M","C",6,0
0.35,0.3559206023,"SEDAN",4,"M","A",3,0
1.63,0.2409308693,"SEDAN",2,"F","E",3,0
1.47,0.6516084873,"SEDAN",2,"F","A",6,0
0.76,0.3148528405,"HBACK",3,"F","A",3,0
0.83,0.6872005476,"HBACK",3,"F","D",5,0
0.76,0.7474332649,"HBACK",3,"F","A",4,0
1.23,0.7474332649,"SEDAN",3,"M","A",4,0
0.93,0.6652977413,"COUPE",4,"F","C",1,0
5.99,0.6652977413,"STNWG",2,"F","A",3,0
1.51,0.6844626968,"SEDAN",2,"F","B",3,0
3.43,0.3997262149,"STNWG",3,"F","A",3,0
2.06,0.5256673511,"SEDAN",3,"M","C",4,0
2.39,0.9746748802,"STNWG",3,"M","B",3,0
0.71,0.6652977413,"STNWG",4,"M","D",3,0
0.4,0.6652977413,"SEDAN",4,"M","B",3,1
4.74,0.6872005476,"STNWG",1,"M","C",2,0
1.5,0.6652977413,"HBACK",3,"F","C",3,0
11.54,0.9472963723,"SEDAN",2,"F","C",3,0
2.5,0.6872005476,"HDTOP",1,"M","A",3,0
1.73,0.6652977413,"HBACK",2,"F","C",3,1
1.3,0.1533196441,"HBACK",1,"F","C",4,0
1.1,0.4599589322,"STNWG",4,"F","C",1,0
0.74,0.2819986311,"SEDAN",4,"F","C",2,0
1.86,0.1177275838,"HBACK",1,"F","A",4,0
1.32,0.424366872,"SEDAN",3,"F","C",4,0
0.96,0.3997262149,"HBACK",3,"F","D",2,0
1.17,0.8240930869,"SEDAN",3,"M","C",4,1
4.14,0.3805612594,"STNWG",2,"M","F",3,0
0.99,0.2436687201,"SEDAN",4,"F","B",4,1
2.299,0.6461327858,"SEDAN",1,"M","A",4,0
3.46,0.8815879535,"UTE",1,"M","A",4,0
0.88,0.3531827515,"COUPE",3,"F","B",3,0
1.32,0.6461327858,"UTE",4,"F","C",3,0
3.51,0.9472963723,"HDTOP",2,"M","A",2,0
0.83,0.9472963723,"SEDAN",4,"F","D",3,0
1.27,0.5420944559,"SEDAN",4,"F","B",5,1
1.12,0.4572210814,"STNWG",3,"F","D",2,0
2.28,0.9993155373,"HBACK",2,"F","C",1,0
1.78,0.0109514031,"SEDAN",2,"F","C",3,0
1.22,0.9993155373,"HBACK",3,"M","A",2,0
1.03,0.4709103354,"SEDAN",3,"M","A",3,1
1.64,0.4709103354,"SEDAN",2,"F","B",5,1
2.62,0.9883641341,"STNWG",3,"M","A",4,0
1.77,0.2327173169,"SEDAN",2,"F","C",1,0
3.78,0.8158795346,"STNWG",1,"F","D",2,1
3.11,0.514715948,"STNWG",3,"M","E",2,0
1.37,0.6762491444,"HBACK",1,"F","B",3,1
1.76,0.8213552361,"SEDAN",2,"M","C",6,1
0.36,0.0602327173,"HBACK",4,"M","C",3,0
1.05,0.6762491444,"HBACK",3,"F","B",3,0
2.7,0.6762491444,"STNWG",2,"F","B",3,0
1.87,0.3230663929,"HBACK",2,"F","E",1,0
1.55,0.8213552361,"HDTOP",4,"M","A",5,0
1.15,0.5448323066,"SEDAN",3,"F","C",5,0
1.63,0.4544832307,"HBACK",2,"F","A",6,1
2.19,0.9993155373,"TRUCK",4,"F","F",3,0
0.98,0.4544832307,"SEDAN",4,"F","B",3,0
1.79,0.4681724846,"SEDAN",2,"M","A",5,0
1.06,0.6598220397,"HDTOP",4,"M","C",4,0
2.56,0.9801505818,"SEDAN",1,"F","B",5,0
2.31,0.5065023956,"SEDAN",1,"F","C",2,0
2.91,0.6762491444,"STNWG",1,"M","B",6,0
4.13,0.3942505133,"STNWG",2,"F","D",5,0
0.89,0.6023271732,"HBACK",3,"F","C",4,0
0.75,0.4654346338,"SEDAN",4,"M","C",2,0
1.51,0.3148528405,"SEDAN",2,"F","B",1,0
1.06,0.052019165,"SEDAN",4,"F","B",5,0
0.72,0.1341546886,"SEDAN",4,"F","B",4,0
0.8,0.7665982204,"HBACK",3,"F","A",1,0
0.88,0.7392197125,"STNWG",4,"M","C",4,0
2.96,0.2628336756,"STNWG",1,"F","C",3,0
4.75,0.2600958248,"STNWG",2,"F","E",3,0
3.199,0.6598220397,"STNWG",1,"F","C",5,0
0.54,0.5941136208,"HBACK",4,"F","A",2,0
1.74,0.8186173853,"SEDAN",2,"M","A",3,1
3.5,0.6570841889,"STNWG",1,"F","A",4,0
2.6,0.6598220397,"HDTOP",3,"M","F",2,0
1.18,0.8186173853,"HBACK",2,"F","A",2,0
2.43,0.8186173853,"SEDAN",1,"F","E",6,0
2.14,0.3586584531,"SEDAN",3,"M","A",3,0
5.7,0.6570841889,"STNWG",1,"M","F",1,0
2.31,0.6707734428,"HBACK",1,"M","C",3,0
1.36,0.6707734428,"HBACK",3,"F","F",3,0
0.36,0.6570841889,"HBACK",4,"F","E",3,0
0.73,0.7446954141,"HBACK",4,"M","C",4,0
1.2,0.7446954141,"HBACK",2,"F","A",6,1
0.95,0.7446954141,"SEDAN",4,"F","C",5,1
1.15,0.7446954141,"SEDAN",3,"M","A",4,0
1.99,0.7446954141,"SEDAN",2,"M","C",6,0
1.34,0.4736481862,"HBACK",2,"F","D",5,0
0.95,0.6570841889,"SEDAN",4,"F","A",4,0
1.15,0.6570841889,"COUPE",3,"M","A",3,0
0.79,0.2874743326,"HBACK",3,"F","D",3,0
1.12,0.2272416153,"HBACK",3,"F","B",5,0
1.74,0.9883641342,"HBACK",2,"M","A",3,1
1.05,0.9993155373,"PANVN",4,"M","B",5,0
0.44,0.334017796,"HBACK",4,"F","B",6,0
1.42,0.1834360027,"HBACK",2,"M","A",4,0
1.49,0.501026694,"SEDAN",3,"F","B",4,0
0.82,0.7419575633,"HBACK",4,"F","C",6,0
1.48,0.7419575633,"MIBUS",4,"M","A",5,0
0.95,0.7419575633,"SEDAN",4,"F","C",6,0
0.8,0.8158795346,"UTE",4,"M","F",2,0
0.48,0.7419575633,"HBACK",4,"F","D",3,0
2.38,0.4572210814,"SEDAN",1,"M","B",5,1
1.65,0.6461327858,"SEDAN",2,"F","E",2,1
1.03,0.4572210814,"SEDAN",3,"F","C",6,0
1.01,0.6543463381,"SEDAN",4,"M","A",4,0
1.26,0.6543463381,"HBACK",2,"F","B",5,0
1.89,0.9226557153,"HBACK",2,"F","D",3,0
2.23,0.9911019849,"TRUCK",1,"M","F",3,0
1,0.0328542094,"SEDAN",3,"F","A",6,0
2.23,0.9911019849,"TRUCK",1,"M","F",3,0
1.68,0.3832991102,"SEDAN",2,"F","B",5,1
4.5,0.9664613279,"STNWG",1,"M","E",5,0
1.29,0.9664613279,"HBACK",2,"F","D",4,0
1.28,0.386036961,"HBACK",2,"F","C",3,0
1.68,0.0547570157,"UTE",4,"M","E",1,0
3.04,0.925393566,"STNWG",3,"M","D",3,0
1.22,0.4490075291,"STNWG",4,"F","C",4,0
1.75,0.4517453799,"SEDAN",2,"F","B",6,1
0.46,0.4462696783,"SEDAN",4,"F","A",6,0
1.35,0.4982888433,"HBACK",1,"F","B",3,1
0.82,0.4517453799,"HBACK",3,"M","D",3,0
1.56,0.4517453799,"SEDAN",2,"M","E",6,0
2.09,0.5475701574,"STNWG",3,"M","E",2,0
0.54,0.4572210814,"HBACK",4,"F","B",4,0
1.63,0.4490075291,"HBACK",2,"F","B",3,0
1.91,0.5503080082,"STNWG",4,"M","A",3,0
3.17,0.0465434634,"STNWG",1,"F","A",4,0
1.57,0.4517453799,"SEDAN",2,"F","A",3,0
0.9,0.6516084873,"HBACK",3,"M","B",1,0
2.27,0.925393566,"MIBUS",3,"F","C",4,0
0.8,0.3969883641,"HBACK",3,"F","D",5,1
1.46,0.9691991786,"UTE",4,"M","D",4,0
2.71,0.5311430527,"STNWG",3,"F","F",3,0
2.71,0.8706365503,"STNWG",3,"M","B",3,0
1.65,0.6160164271,"HBACK",2,"F","C",3,0
1.61,0.9883641342,"TRUCK",4,"M","D",3,0
1.26,0.3832991102,"HBACK",2,"F","C",5,1
2.31,0.6160164271,"HBACK",1,"F","C",4,0
1.33,0.3832991102,"PANVN",4,"F","D",3,0
2.15,0.6461327858,"COUPE",2,"M","A",4,0
0.82,0.3832991102,"SEDAN",3,"F","C",1,1
1.97,0.5557837098,"STNWG",4,"F","F",3,0
2.75,0.4462696783,"SEDAN",1,"F","D",3,0
0.46,0.4407939767,"HBACK",4,"M","E",4,0
2.13,0.4435318275,"SEDAN",2,"F","B",4,0
1.53,0.4435318275,"UTE",3,"M","B",5,0
0.95,0.6461327858,"SEDAN",4,"F","A",3,0
2.73,0.4435318275,"PANVN",1,"F","F",4,0
0.88,0.038329911,"SEDAN",4,"F","B",3,0
0.46,0.076659822,"HBACK",4,"F","C",4,0
2.11,0.1259411362,"TRUCK",3,"M","C",2,0
1.31,0.5448323066,"SEDAN",2,"F","C",1,0
0.35,0.3148528405,"HBACK",4,"F","A",1,0
2.89,0.9993155373,"STNWG",3,"M","F",2,0
0.38,0.6461327858,"SEDAN",4,"F","A",3,0
1.58,0.6461327858,"TRUCK",1,"M","C",3,0
1.79,0.1040383299,"HBACK",1,"F","C",5,0
1.14,0.7255304586,"SEDAN",3,"F","C",5,0
1.33,0.643394935,"SEDAN",3,"F","C",1,0
1.82,0.3805612594,"SEDAN",2,"F","D",5,0
0.96,0.7529089665,"SEDAN",4,"F","C",4,0
0.71,0.3805612594,"SEDAN",4,"F","C",3,1
0.31,0.0328542094,"SEDAN",4,"F","E",6,1
4.75,0.7501711157,"STNWG",2,"M","C",5,0
0.74,0.2546201232,"STNWG",4,"M","C",4,1
0.44,0.257357974,"HBACK",4,"F","C",6,1
0.66,0.7474332649,"HBACK",4,"F","B",2,0
4.82,0.2546201232,"STNWG",2,"F","A",4,0
0.98,0.3887748118,"SEDAN",3,"M","E",2,0
0.81,0.5366187543,"HBACK",3,"F","C",4,0
0.81,0.0876112252,"SEDAN",3,"F","C",4,0
1.67,0.4517453799,"SEDAN",3,"F","E",2,0
4.73,0.7419575633,"STNWG",1,"F","B",4,0
4,0.9993155373,"STNWG",3,"F","B",5,0
1.06,0.1177275838,"SEDAN",3,"F","C",4,1
2.37,0.4353182752,"TRUCK",3,"F","D",2,0
5.19,0.257357974,"STNWG",1,"F","A",3,0
2.02,0.1834360027,"HDTOP",3,"M","E",1,0
3.91,0.643394935,"UTE",1,"M","E",3,0
2.87,0.7392197125,"STNWG",3,"M","A",3,0
0.73,0.7392197125,"SEDAN",4,"M","B",5,0
1.45,0.2600958248,"SEDAN",3,"M","C",6,0
1.8,0.7939767283,"SEDAN",2,"M","B",5,0
0.43,0.7337440109,"HBACK",4,"F","B",6,1
2.48,0.643394935,"SEDAN",2,"M","E",1,0
2.75,0.4161533196,"SEDAN",1,"F","C",3,1
1.38,0.2600958248,"SEDAN",3,"F","A",4,1
3.24,0.3285420945,"UTE",1,"M","B",2,0
1.05,0.2628336756,"STNWG",4,"F","A",5,0
1.24,0.2600958248,"HBACK",3,"F","B",3,0
4.71,0.9993155373,"STNWG",1,"F","C",2,0
4.98,0.2628336756,"STNWG",2,"F","D",2,0
4,0.9993155373,"STNWG",3,"F","D",2,0
2.06,0.9993155373,"SEDAN",1,"F","B",2,0
0.95,0.7364818617,"SEDAN",4,"F","E",4,1
1.46,0.7337440109,"STNWG",4,"F","C",3,0
3.51,0.6652977413,"STNWG",3,"F","A",3,0
5.98,0.643394935,"STNWG",1,"M","C",1,0
3.3,0.643394935,"STNWG",2,"F","F",2,0
1.64,0.7501711157,"SEDAN",2,"M","D",4,0
1.89,0.6680355921,"HBACK",3,"M","C",1,0
6.759,0.6379192334,"STNWG",1,"M","E",2,0
1.42,0.643394935,"HBACK",1,"F","C",3,0
0.69,0.9993155373,"HBACK",4,"F","A",3,0
1.87,0.9993155373,"SEDAN",2,"M","B",2,0
3.099,0.9719370294,"SEDAN",1,"M","E",2,0
3.15,0.6680355921,"MIBUS",2,"F","A",3,0
1.17,0.6680355921,"HBACK",2,"M","C",3,0
3.66,0.7501711157,"STNWG",2,"F","E",5,0
1.549,0.386036961,"HBACK",1,"F","C",3,0
2.14,0.6242299795,"UTE",3,"F","E",3,0
1.91,0.7501711157,"STNWG",4,"M","A",4,0
1.51,0.7501711157,"SEDAN",3,"F","C",5,0
1.73,0.9993155373,"HBACK",1,"F","C",1,0
4.64,0.9993155373,"STNWG",2,"M","C",5,0
6.16,0.4188911704,"STNWG",1,"M","B",3,0
2.02,0.7310061602,"SEDAN",1,"M","A",6,0
1.67,0.7310061602,"HBACK",3,"M","C",2,0
0.61,0.4982888433,"SEDAN",4,"F","A",4,0
1.67,0.7310061602,"STNWG",4,"M","F",3,0
0.95,0.9856262834,"SEDAN",4,"F","C",3,0
1.54,0.6406570842,"HDTOP",4,"M","E",2,0
1.27,0.9965776865,"HBACK",1,"M","C",2,0
2.099,0.9965776865,"SEDAN",1,"M","C",2,0
3.96,0.9883641342,"STNWG",2,"M","F",3,0
2.25,0.6406570842,"STNWG",2,"F","A",5,0
